datetime,open,high,low,close,volume,quote_volume,taker_buy_volume
2024-10-26 16:00:00,66886.49,67053.61,66788.0,66979.99,625.33027,41847209.3979716,398.98974
2024-10-26 17:00:00,66980.0,67140.0,66970.0,67062.0,272.94127,18302192.1830871,152.26648
2024-10-26 18:00:00,67062.01,67143.64,67027.14,67042.0,202.36147,13576754.793208,107.60207
2024-10-26 19:00:00,67042.0,67181.82,67042.0,67177.99,217.67147,14608571.7733825,113.34325
2024-10-26 20:00:00,67178.0,67454.55,67144.0,67265.46,470.54756,31670090.2297745,318.55155
2024-10-26 21:00:00,67265.46,67272.0,67103.45,67176.82,264.93924,17798111.5723608,84.61075
2024-10-26 22:00:00,67176.82,67235.69,67106.43,67132.0,179.60762,12063740.2160124,87.73763
2024-10-26 23:00:00,67132.0,67149.53,67084.0,67092.76,192.98072,12950550.7350023,81.28737
2024-10-27 00:00:00,67092.76,67118.12,66974.0,67014.85,210.483,14109523.1145536,75.48025
2024-10-27 01:00:00,67014.85,67127.49,66913.73,67074.94,281.57477,18870444.9528533,146.7714
2024-10-27 02:00:00,67074.94,67116.44,67024.32,67054.0,143.14834,9600204.4146273,88.52542
2024-10-27 03:00:00,67054.0,67325.46,67000.0,67289.57,350.83558,23568271.208582,256.4974
2024-10-27 04:00:00,67289.57,67317.78,67120.0,67160.0,182.1555,12245316.0537162,85.62627
2024-10-27 05:00:00,67160.0,67213.99,67149.79,67181.82,217.69434,14625352.5743161,118.20383
2024-10-27 06:00:00,67181.81,67186.0,67128.0,67186.0,110.32857,7409047.8466507,49.65479
2024-10-27 07:00:00,67186.0,67230.67,67184.94,67204.01,158.77541,10669854.7156275,65.41826
2024-10-27 08:00:00,67204.0,67266.49,67168.5,67226.0,205.47642,13812622.6213327,95.13764
2024-10-27 09:00:00,67226.0,67226.0,67101.04,67149.45,309.3096,20770319.2651885,93.92751
2024-10-27 10:00:00,67149.44,67194.0,67072.64,67088.0,279.44594,18757209.4908444,110.02134
2024-10-27 11:00:00,67088.0,67185.03,67036.85,67128.04,295.19627,19813737.4626361,174.29349
2024-10-27 12:00:00,67128.03,67500.0,67121.45,67400.0,568.19545,38282575.1415961,335.36599
2024-10-27 13:00:00,67399.99,67776.99,67396.0,67616.0,702.21189,47485838.3238838,389.86791
2024-10-27 14:00:00,67616.0,67750.0,67608.0,67695.99,354.20285,23974379.2460981,172.27777
2024-10-27 15:00:00,67696.0,67858.0,67693.72,67791.99,436.88107,29606054.0519599,199.94581
2024-10-27 16:00:00,67792.0,67878.79,67662.0,67828.0,421.72819,28579727.0122225,195.03663
2024-10-27 17:00:00,67828.0,68000.0,67722.56,67759.7,559.95827,37995444.9728079,313.92933
2024-10-27 18:00:00,67759.7,67771.51,67540.88,67560.0,381.72644,25824727.6547841,134.06499
2024-10-27 19:00:00,67560.0,67850.0,67554.0,67850.0,273.26642,18506265.4347401,165.97986
2024-10-27 20:00:00,67850.0,67921.26,67688.09,67762.01,281.50714,19090771.0120657,114.65585
2024-10-27 21:00:00,67762.0,68195.11,67740.1,67930.01,545.91543,37116946.5140505,348.51025
2024-10-27 22:00:00,67930.02,68332.05,67930.02,68124.0,969.56799,66102746.4351591,497.93277
2024-10-27 23:00:00,68124.0,68290.0,67988.0,68021.7,413.61104,28188768.9501847,190.61144
2024-10-28 00:00:00,68021.69,68116.78,67839.9,67859.91,555.35912,37756129.8195325,281.12098
2024-10-28 01:00:00,67859.9,67907.2,67740.11,67751.89,304.90747,20676332.0608734,126.71377
2024-10-28 02:00:00,67751.89,67860.0,67677.77,67803.99,438.3259,29708115.9896146,237.39301
2024-10-28 03:00:00,67804.0,67991.28,67700.51,67727.59,449.9157,30522116.7341645,166.84789
2024-10-28 04:00:00,67727.59,67800.0,67636.44,67744.29,490.56951,33220339.1048183,185.81846
2024-10-28 05:00:00,67744.3,67964.1,67618.0,67909.85,354.11541,23995923.747988,146.68614
2024-10-28 06:00:00,67909.85,67959.15,67800.0,67959.15,467.50971,31735743.398927,163.90005
