date,macd_final,macd_signal_final,macd_diff_mean,macd_diff_std,macd_hist_final,macd_bullish_crosses,macd_bearish_crosses,macd_weekly_hist_final,macd_monthly_final,macd_monthly_hist_final,rsi_mean,rsi_std,rsi_final,rsi_overbought_pct,rsi_oversold_pct,rsi_9d,bb_width_mean,bb_width_std,bb_upper_touch_pct,bb_lower_touch_pct,vwap_std,vwap_above_pct,vwap_below_pct,vwap_mean_diff,vwap_abs_diff_mean,adx_final,adx_slope,taker_buy_ratio_mean
2024-06-11,-387.0784495858534,-523.8620385103939,-93.36528195516064,118.64278719025761,136.78358892454048,1.0,0.0,136.78358892454048,,,27.238508024138294,14.486300537365103,48.83256741359029,0.0,66.66666666666666,51.78283350426603,3355.394320878529,1241.1751537320777,0.0,33.33333333333333,561.9108505615222,0.0,100.0,-527.2705067415282,527.2705067415282,49.56267327477759,29.29013271187478,0.47729277543792176
2024-06-12,188.50838719523745,271.74318791134596,132.60087107029003,115.81507121053723,-83.23480071610851,0.0,1.0,-83.23480071610851,,,58.578259455523686,14.048146016017837,47.4269175031399,25.0,0.0,51.598779927704115,2569.854797727723,1095.8207238493467,20.833333333333336,0.0,614.1924552761328,66.66666666666666,33.33333333333333,292.0983566979036,484.1246303626431,29.654211346216048,-19.90846192856154,0.509389544605948
2024-06-13,-320.5910210794682,-294.0399517236334,-94.29718993916322,47.02634448820105,-26.551069355834784,0.0,0.0,-26.551069355834784,,,40.33702979126127,5.390252549485128,39.374857243094915,0.0,4.166666666666666,34.279645574504116,2930.48869649092,628.7854990425088,0.0,4.166666666666666,237.9902223588875,20.833333333333336,79.16666666666666,-290.12845189515974,332.7793229339762,29.97024464379467,0.3160332975786204,0.4898235682705508
2024-06-14,-341.3096712262195,-327.8417639521873,-5.633635371425613,72.28651013063713,-13.4679072740322,1.0,1.0,-13.4679072740322,,,41.90579364125147,10.60817144656222,44.33735236819792,0.0,16.666666666666664,45.56663533413656,1612.2323862077517,532.622330534392,0.0,16.666666666666664,236.1961601058906,41.66666666666667,58.333333333333336,-203.81916084480295,307.3831315716182,21.81855596790582,-8.151688675888849,0.491073690821534
2024-06-15,-51.72669237325317,-65.48014947139954,43.726935746798006,22.96630558483198,13.75345709814637,0.0,0.0,13.75345709814637,,,49.34002615951453,4.464629265497535,52.154789347647245,0.0,0.0,54.85465516991923,1524.1539212802197,784.2441740459057,0.0,0.0,24.74162742953996,62.5,37.5,10.058987410808792,66.8999033960966,11.408498773883027,-10.410057194022793,0.4854490115397488
2024-06-16,94.42860963850399,86.91285447053757,25.398833990322846,19.108118641879052,7.515755167966418,1.0,1.0,7.515755167966418,,,57.491119568893225,8.37670441113157,58.590620680149456,8.333333333333332,0.0,71.22919517336055,574.9990620148941,247.82425891937424,16.666666666666664,0.0,130.5300196697198,83.33333333333334,16.666666666666664,119.00397765283135,126.33093804163764,31.25378279077115,19.845284016888122,0.48741211749979146
2024-06-17,78.66417142466526,-13.864686383655805,-16.79625680903222,79.17466283922542,92.52885780832106,1.0,1.0,92.52885780832106,,,43.7575372603705,13.272114818286356,54.70851899783379,4.166666666666666,12.5,64.29560196653907,1270.5283386383444,523.3108237086343,0.0,25.0,205.1843386209909,33.33333333333333,66.66666666666666,-41.71544728773673,353.9044049324566,24.485417785109465,-6.7683650056616855,0.4948247585317351
2024-06-18,-227.17389837554947,-291.91489272220167,-46.34170105642425,44.64313713598316,64.7409943466522,1.0,1.0,64.7409943466522,,,38.208673606892184,9.363850762247186,52.16647535143586,0.0,29.166666666666668,45.74360564204312,2228.6752229816843,290.5480682669771,0.0,0.0,194.92417509243083,45.83333333333333,54.166666666666664,-131.82358195440034,267.37392420936976,43.14268381869824,18.657266033588773,0.4781603067589051
2024-06-19,-102.57145244210551,-91.67537994926235,33.373252128823225,50.60712461561429,-10.89607249284316,0.0,1.0,-10.89607249284316,,,48.318040501833075,8.248667408545039,46.822022011069365,0.0,0.0,51.13462471239267,1217.3331339326835,248.68515312435008,0.0,0.0,63.92859843913035,37.5,62.5,-80.55528157769004,190.64605107780093,20.251228959702452,-22.891454858995786,0.5108091607092694
2024-06-20,-93.08486060276482,-35.91911550252702,9.292710741122542,73.47436463617184,-57.1657451002378,0.0,1.0,-57.1657451002378,,,53.84765820164265,14.982117277564061,36.55527664898671,16.666666666666664,0.0,37.89432357496863,1331.4450518178176,382.3490853628374,12.5,0.0,171.51762421867218,54.166666666666664,45.83333333333333,-25.88618486579253,346.4294351405745,21.505124632042897,1.2538956723404446,0.4929793127194988
2024-06-21,-178.83362862761714,-251.28713243619006,-35.89466948894378,57.991502286674866,72.45350380857292,1.0,0.0,72.45350380857292,,,38.4422040775492,9.445382829374385,50.27263766826392,0.0,16.666666666666664,52.25777236535414,1948.2250983825154,185.95923931145984,0.0,4.166666666666666,309.81216082786653,37.5,62.5,-171.1954681602668,244.63420866307447,27.73321566678035,6.228091034737453,0.4799031641768579
2024-06-22,-3.033238001560676,-5.907633268958367,40.896583194538636,32.707309215720045,2.8743952673976914,0.0,0.0,2.8743952673976914,,,52.874415198203884,4.895372624473688,46.16435219291359,0.0,0.0,55.74633378984295,869.3538110054742,356.1361853823682,0.0,0.0,75.24095805663039,45.83333333333333,54.166666666666664,26.127065327115208,59.380017809256664,9.109497346548471,-18.62371832023188,0.5095788145655382
2024-06-23,-190.19995668536285,-97.08282495341001,-15.195865280741936,30.978085546837164,-93.11713173195284,0.0,1.0,-93.11713173195284,,,44.63422848913962,14.594394341671812,18.529595873668896,0.0,20.833333333333336,34.21524929384826,446.93421530839015,247.66097537154315,8.333333333333332,29.166666666666668,107.43039332979379,12.5,87.5,-155.64782113117144,170.2484514707145,43.27944045541191,34.169943108863436,0.4894152997349968
2024-06-24,-881.6358633697382,-868.9235270558985,-128.64011701708128,37.825140847903334,-12.712336313839728,0.0,0.0,-12.712336313839728,,,24.40485996709334,7.043912644417293,40.394359637522435,0.0,75.0,43.86175428425024,3569.0104229691747,1208.582208078975,0.0,33.33333333333333,758.442435298129,4.166666666666666,95.83333333333334,-729.4143108373155,744.4575927386231,66.71078003440273,23.431339578990823,0.4820352793654156
2024-06-25,174.0664309927306,87.84350082584616,159.46117131362425,49.806658523122735,86.22293016688444,0.0,0.0,86.22293016688444,,,55.87812243808506,6.508813289439962,56.875832975052965,0.0,0.0,49.18993028987222,2854.575629610908,756.5483022362856,0.0,0.0,284.31515513535413,87.5,12.5,295.11703671881395,326.5157760578434,30.5308197828995,-36.17996025150323,0.49083296664131787
2024-06-26,-170.57866448821005,-103.47113546513091,-31.885772715162858,47.623679440340894,-67.10752902307914,0.0,1.0,-67.10752902307914,,,44.70093663123802,9.733134503660946,31.733392793908877,0.0,0.0,40.96195657092654,1327.2575126810036,254.18466285168006,0.0,4.166666666666666,171.19071558666582,20.833333333333336,79.16666666666666,-274.57291971449166,302.63653095728205,19.499923679133996,-11.030896103765503,0.5070840389072139
2024-06-27,118.01592663412885,94.06348607565053,32.92243692346357,52.87379381852941,23.952440558478315,1.0,0.0,23.952440558478315,,,51.97795380455134,11.525867549230396,58.39014788094724,4.166666666666666,0.0,52.057860933249074,1258.4951620564996,164.3080609343903,8.333333333333332,0.0,196.92721911253903,83.33333333333334,16.666666666666664,181.8340140633151,231.71598632362506,28.221980942537467,8.722057263403471,0.5074774680078925
2024-06-28,-310.6708588499678,-215.45671830672137,-51.586700730395336,54.583478498109734,-95.2141405432464,0.0,1.0,-95.2141405432464,,,41.834485263815445,11.884748452134177,33.32709741689165,0.0,8.333333333333332,46.05262971959848,1324.9123165809913,456.2971319035166,0.0,25.0,203.88915793925062,12.5,87.5,-370.63670177233416,397.94017120506913,32.2301306130279,4.008149670490436,0.5087772816580927
2024-06-29,10.26085852846154,3.7570700564571418,36.53563139386312,30.931985971601634,6.503788472004398,1.0,0.0,6.503788472004398,,,53.693928996759865,4.819313532050787,48.230403116215065,0.0,0.0,53.32487917866383,1366.943201961364,475.7453634163164,0.0,0.0,83.26572700945677,100.0,0.0,111.79780329617763,111.79780329617763,18.347111907759764,-13.883018705268139,0.46830768364111813
2024-06-30,359.1082095669335,248.36042570631696,40.76722594164327,37.95107480269931,110.74778386061655,1.0,1.0,110.74778386061655,,,64.06221639775247,15.191153899753992,78.46724331712662,50.0,0.0,57.33884128637596,1009.7523996280694,547.0029989733605,33.33333333333333,8.333333333333332,254.69846583299994,79.16666666666666,20.833333333333336,313.2741761794702,341.31821495476896,47.611612712998486,29.264500805238722,0.4624102615686474
2024-07-01,197.61619423406228,274.9957628965366,4.439222865036491,95.90381367246812,-77.3795686624743,0.0,1.0,-77.3795686624743,197.61619423406228,-77.3795686624743,61.577907899852846,12.871259503334986,44.555632397473424,33.33333333333333,0.0,49.63750426448605,2462.5054977738905,681.7865032731553,12.5,0.0,122.3341404525932,45.83333333333333,54.166666666666664,-67.52205179300381,227.99851337800374,32.38632339496149,-15.225289318037,0.4920813630836318
2024-07-02,-219.9425074844985,-187.88245150256728,-77.14636906651732,21.5466639291856,-32.060055981931214,0.0,0.0,-32.060055981931214,-219.9425074844985,-32.060055981931214,39.53386385660956,8.898729450831308,42.71171338172155,0.0,12.5,56.165630976963826,1303.1248339960741,280.5668281445729,0.0,12.5,192.0285406264741,29.166666666666668,70.83333333333334,-238.25597651742132,267.4458916151516,25.878861034701263,-6.507462360260224,0.519008301454848
2024-07-03,-430.8022994146304,-486.3524316794085,-49.74499669614011,53.01686570234619,55.550132264778085,2.0,1.0,55.550132264778085,-430.8022994146304,55.550132264778085,30.453045822221736,9.447274977536962,44.74231699912499,0.0,58.333333333333336,51.23332314008043,2566.6375374726263,398.20683001613855,0.0,16.666666666666664,464.97053077260904,0.0,100.0,-376.369075406307,376.369075406307,44.6692388093789,18.79037777467764,0.47037360668871236
2024-07-04,-470.26440726281,-538.8716803375279,-8.753208109686357,103.41631550761032,68.60727307471791,1.0,1.0,68.60727307471791,-470.26440726281,68.60727307471791,35.90760117500146,10.574056292078946,28.043726477769283,0.0,41.66666666666667,41.83166816970101,3357.7493642873746,764.5520668157402,0.0,20.833333333333336,547.8367317875135,37.5,62.5,-296.5619623557329,395.1521776467428,46.0263380848547,1.3570992754757967,0.45995804208127794
2024-07-05,-89.50488929176936,-326.8038650497177,35.34463588130188,236.003770358474,237.2989757579483,1.0,1.0,237.2989757579483,-89.50488929176936,237.2989757579483,42.26428231216615,15.440084605886215,59.41183773071572,0.0,29.166666666666668,57.5743043015293,5109.2969326723605,1346.3927186789085,0.0,20.833333333333336,602.8979783354332,54.166666666666664,45.83333333333333,149.49939897696672,816.8798273565502,24.383824798001054,-21.642513286853646,0.4682982845009602
2024-07-06,436.7640648796005,334.8819980453982,110.2809771825193,38.66830932709923,101.8820668342023,0.0,0.0,101.8820668342023,436.7640648796005,101.8820668342023,64.45396642337683,11.247050555823119,78.1194271416382,37.5,0.0,55.64456124685683,2344.5843558880165,946.2127259255196,20.833333333333336,0.0,219.9783185913701,70.83333333333334,29.166666666666668,418.31268719574445,497.98996136999057,36.157406400724874,11.77358160272382,0.5028438802294378
2024-07-07,-247.52034372781054,-101.65924946186729,-72.7568745845443,66.85078389471826,-145.86109426594325,0.0,1.0,-145.86109426594325,-247.52034372781054,-145.86109426594325,44.9780185527047,12.616857932660821,21.196668622151677,4.166666666666666,12.5,47.06460329426826,2017.5965107845648,465.9035839663037,0.0,20.833333333333336,270.7049187153752,8.333333333333332,91.66666666666666,-397.01867694101446,417.94502591960554,28.037849593605486,-8.119556807119388,0.48247469730845016
2024-07-08,-19.13061076217855,-75.65474986119311,4.334083266779075,151.89712299764437,56.52413909901456,2.0,1.0,56.52413909901456,-19.13061076217855,56.52413909901456,45.5210543757149,14.880946725937168,55.4743752673043,4.166666666666666,16.666666666666664,51.602664802821025,3360.4481497372835,213.0206492809498,0.0,8.333333333333332,488.08842427684385,83.33333333333334,16.666666666666664,462.76973322131624,554.16475529944,20.985169526754273,-7.052680066851213,0.5120456374892087
2024-07-09,289.5903957078408,258.7212312386889,55.729330183313635,39.10881586889124,30.869164469151883,1.0,1.0,30.869164469151883,289.5903957078408,30.869164469151883,60.713882603625144,5.465981867746544,66.44558618429612,0.0,0.0,47.09245514238806,2114.193165516059,397.05792323823295,0.0,0.0,239.9883804180085,91.66666666666666,8.333333333333332,302.14688888341,329.3210745790381,25.571278772450693,4.58610924569642,0.5028473745497014
2024-07-10,-94.0602980437543,-9.591045284584244,-44.71871275387891,102.8735281789374,-84.46925275917006,1.0,1.0,-84.46925275917006,-94.0602980437543,-84.46925275917006,49.48692184849478,13.457434334395785,46.5072575966047,8.333333333333332,0.0,50.50623499729942,2111.8013494769298,458.4585525802778,12.5,0.0,316.70356707086347,37.5,62.5,-223.99834356274127,480.84980910993363,18.68002245853943,-6.8912563139112635,0.49714411927274343
2024-07-11,-151.3294624851842,-61.283368642463955,-8.615387226313294,66.74629050831237,-90.04609384272024,1.0,1.0,-90.04609384272024,-151.3294624851842,-90.04609384272024,50.353146602806625,11.809754716160912,37.24427427235629,8.333333333333332,0.0,48.63435484655124,1766.2502736880888,345.16156758460755,8.333333333333332,0.0,209.08130236642577,50.0,50.0,-108.39445434788952,429.47263667446714,13.455751180193396,-5.224271278346034,0.500935263030836
2024-07-12,79.92146608092298,51.427643907346884,18.78516875830184,81.61624127869577,28.4938221735761,1.0,0.0,28.4938221735761,79.92146608092298,28.4938221735761,49.78864453391955,12.031530824810181,56.199864867700235,8.333333333333332,4.166666666666666,52.63873708359888,1814.3707107317089,363.91682635169764,8.333333333333332,0.0,188.99111202705234,75.0,25.0,226.85750005654123,279.4192372865282,15.754516071099244,2.298764890905849,0.4900019933253257
2024-07-13,300.6475299055455,258.1262214212402,34.449762918982174,26.001011150913566,42.52130848430534,1.0,1.0,42.52130848430534,300.6475299055455,42.52130848430534,61.08261831309205,6.350500404294321,66.29868419051888,8.333333333333332,0.0,59.08655453805833,1537.9247733252541,162.11887273510663,12.5,0.0,254.37509705158357,83.33333333333334,16.666666666666664,263.4742673772586,276.09439632019166,42.99662733692298,27.24211126582373,0.49592092595728904
2024-07-14,410.331825399182,366.17083109623957,18.007434945833094,56.792544935471874,44.16099430294241,1.0,1.0,44.16099430294241,410.331825399182,44.16099430294241,63.05983271701523,7.652129796923866,64.08072273551775,20.833333333333336,0.0,51.28723713517507,2136.6727396397114,304.25699008444536,25.0,0.0,154.95627850084065,83.33333333333334,16.666666666666664,208.93517517708187,276.76905469598296,55.409844302397964,12.413216965474987,0.47863605431630024
2024-07-15,792.3436745284125,737.1198433925617,61.82483538272015,91.4838232175251,55.22383113585079,1.0,1.0,55.22383113585079,792.3436745284125,55.22383113585079,74.08061903182886,6.3991534859341686,78.17340559983127,66.66666666666666,0.0,50.01527075255323,3905.209109112829,918.6131324605795,33.33333333333333,0.0,463.69838116677596,100.0,0.0,650.6443756357012,650.6443756357012,68.27641185457453,12.86656755217657,0.4853887603692326
2024-07-16,431.1590106777221,400.660357994273,-56.076580899714884,125.7279079419717,30.49865268344911,1.0,1.0,30.49865268344911,431.1590106777221,30.49865268344911,57.59944710627055,13.067579511673951,63.61598411117132,16.666666666666664,0.0,65.78420090070112,2918.1082571538304,204.09227139534948,8.333333333333332,0.0,378.3645036353981,62.5,37.5,110.278538493673,539.4123762446658,33.03396977596052,-35.24244207861401,0.5052763623061584
2024-07-17,-110.94491798865056,16.828080778974112,-63.9720462025499,98.37431198065833,-127.77299876762467,0.0,1.0,-127.77299876762467,-110.94491798865056,-127.77299876762467,50.767594300928515,13.520186002030384,32.30481045370682,12.5,0.0,41.18398914469422,2617.6653968937885,783.3793750468202,0.0,0.0,228.65279039376588,20.833333333333336,79.16666666666666,-368.6164029275166,417.78704460042746,18.10736512404744,-14.926604651913081,0.4835577158515089
2024-07-18,-225.24937758986198,-206.42830871766614,-37.209398249440035,59.84284589581158,-18.821068872195838,1.0,1.0,-18.821068872195838,-225.24937758986198,-18.821068872195838,46.05533255331957,9.19002764515823,46.784269038836136,0.0,4.166666666666666,42.71341152307883,1561.3876374801205,397.0591662341172,0.0,16.666666666666664,179.58563408948802,41.66666666666667,58.333333333333336,-161.46739447138347,327.18882393331813,27.451321134489458,9.343956010442017,0.4946929839360437
2024-07-19,734.5191066528496,577.9048276384309,130.72218939268285,125.68452894709831,156.61427901441868,1.0,0.0,156.61427901441868,734.5191066528496,156.61427901441868,63.18095613987703,17.000158434908958,70.73001040906539,45.83333333333333,0.0,58.718123115746835,2674.2361033686134,1358.7640058181253,29.166666666666668,0.0,640.1074778648904,83.33333333333334,16.666666666666664,726.733708166219,788.0426290173509,41.911508003479376,14.460186868989918,0.4763229409291298
2024-07-20,336.9498868934461,361.1390867650971,-36.12762347888911,52.59538173926796,-24.189199871651,1.0,2.0,-24.189199871651,336.9498868934461,-24.189199871651,63.98717088500683,7.213517714582002,60.65171241924933,16.666666666666664,0.0,58.375524545316345,2730.5982882478597,1772.7311190921307,8.333333333333332,0.0,129.47329708695165,75.0,25.0,164.5990334190386,194.39307336422584,30.383410728371402,-11.528097275107974,0.4763934428719816
2024-07-21,296.521059576713,185.13450351463456,-29.33409720841045,60.44399344237383,111.38655606207845,2.0,1.0,111.38655606207845,296.521059576713,111.38655606207845,53.94626771207103,10.059485430116203,66.6459664436475,0.0,0.0,54.11991116976629,1193.9369503718506,233.60681892710036,16.666666666666664,0.0,91.6690048851804,41.66666666666667,58.333333333333336,126.07555599121042,310.10494116704285,15.48597256128488,-14.897438167086522,0.5023497912050142
2024-07-22,91.34331787783594,67.24640421587834,-19.648016549792732,72.68434423628779,24.0969136619576,1.0,1.0,24.0969136619576,91.34331787783594,24.0969136619576,50.982994897388096,9.046082364480672,49.18491396368087,0.0,0.0,43.62083651760819,1871.564177761941,197.86587181641318,0.0,0.0,254.72435445518346,33.33333333333333,66.66666666666666,-132.44019906351605,297.8063208185461,18.330993101994704,2.8450205407098235,0.47822786180745264
2024-07-23,-372.92235233282554,-339.53748196910163,-67.79731436416328,40.22635117304616,-33.384870363723905,0.0,1.0,-33.384870363723905,-372.92235233282554,-33.384870363723905,39.97827331582402,7.182595000426591,41.64172473336872,0.0,8.333333333333332,41.95523031612939,2042.830977240854,462.6086480995348,0.0,8.333333333333332,340.8460650719793,12.5,87.5,-358.98864676605444,414.1671615724372,29.117611185963995,10.786618083969291,0.4823706725142072
2024-07-24,-199.480589716346,-113.24814695643623,37.7148891687776,62.24444758681726,-86.23244275990977,1.0,1.0,-86.23244275990977,-199.480589716346,-86.23244275990977,48.24329385943472,9.16842726400143,37.3629357419445,0.0,0.0,34.26121646516316,1588.6080776768315,364.6528135618206,4.166666666666666,4.166666666666666,162.91007568424467,54.166666666666664,45.83333333333333,-16.771011633768467,297.3429910912361,22.770884891267585,-6.34672629469641,0.4753293308869592
2024-07-25,80.15011091870838,-136.9554288235779,-3.951213644523507,140.61506417083504,217.10553974228628,1.0,0.0,217.10553974228628,80.15011091870838,217.10553974228628,42.74595306950035,15.682433173326016,67.73855781041985,4.166666666666666,25.0,51.41700774312451,2906.501317305791,711.8578512018638,8.333333333333332,12.5,232.47020128210733,45.83333333333333,54.166666666666664,136.4865581922104,432.68937622448203,32.6004446677901,9.829559776522515,0.4820135412320375
2024-07-26,493.773958720325,516.3763599647082,108.88863146471425,118.08979762425979,-22.602401244383145,0.0,1.0,-22.602401244383145,493.773958720325,-22.602401244383145,71.08049251396896,7.901517756292999,62.65650296188609,62.5,0.0,62.727308207846605,3567.6300060287213,876.1791568806494,16.666666666666664,0.0,286.5580996798848,100.0,0.0,371.7326009714919,371.7326009714919,48.78987848107436,16.18943381328426,0.5055293022760935
2024-07-27,208.8496243483969,307.3279604687689,-34.84139991598999,40.84315754684719,-98.47833612037198,1.0,1.0,-98.47833612037198,208.8496243483969,-98.47833612037198,59.36520151317338,9.113668996270961,42.47429054748447,8.333333333333332,0.0,48.2751974414769,1468.692824505734,243.01224953758287,8.333333333333332,0.0,249.44222776899977,75.0,25.0,144.92535998791877,236.55569267214437,35.42118651249682,-13.368691968577544,0.4787603682548334
2024-07-28,49.394057505138335,-0.6273346014977612,-51.32588251171111,80.18119954372827,50.0213921066361,2.0,1.0,50.0213921066361,49.394057505138335,50.0213921066361,47.7734853438013,8.318093339151527,61.997821531363286,0.0,0.0,46.377256425096284,1730.3956014186479,336.6573345016842,0.0,4.166666666666666,76.82432779344265,62.5,37.5,93.44287268479154,236.2181768435445,17.959935537470717,-17.4612509750261,0.4925422031535172
2024-07-29,-411.8136881659884,-196.24335185507005,-32.602669542262106,187.51379100969203,-215.57033631091838,0.0,1.0,-215.57033631091838,-411.8136881659884,-215.57033631091838,53.514082581501555,21.527295722735875,26.69619100713588,37.5,12.5,38.350838045673584,2971.614012284574,726.6902319074385,20.833333333333336,8.333333333333332,326.02088914234946,50.0,50.0,-418.6713105147422,727.7305280521681,38.77214090655849,20.812205369087774,0.4975341618466042
2024-07-30,-335.7788232046296,-399.90431784120517,-33.94349433102238,88.92879537979229,64.12549463657558,3.0,2.0,64.12549463657558,-335.7788232046296,64.12549463657558,36.92136559809915,7.1148806313900135,44.66154652457185,0.0,16.666666666666664,43.03026415215993,3181.3691801056884,1527.5790260506326,0.0,4.166666666666666,85.06854458388537,54.166666666666664,45.83333333333333,-47.9999355739698,218.94971284603162,48.66593880673941,9.893797900180921,0.49003961131193624
2024-07-31,-381.1261504621798,-218.4013255507965,30.250498715068176,78.92397879998616,-162.72482491138328,0.0,1.0,-162.72482491138328,-381.1261504621798,-162.72482491138328,45.66462037790712,11.125522422570718,28.04013045297512,0.0,12.5,43.26057524486094,1177.4668228632054,457.5304668022101,4.166666666666666,20.833333333333336,115.27780002638933,58.333333333333336,41.66666666666667,-154.63036552029584,356.95479159767245,36.24453552394953,-12.421403282789882,0.4805775876075593
2024-08-01,-114.78312592807924,-356.35508502983794,-22.99229324650676,125.90449661935396,241.5719591017587,2.0,1.0,241.5719591017587,-114.78312592807924,241.5719591017587,39.413923311847384,14.99816934276915,66.82521849215642,0.0,33.33333333333333,56.69361829746052,3307.408413007401,536.5856420156242,0.0,12.5,235.061898065939,58.333333333333336,41.66666666666667,93.36786904176067,543.0283193878349,34.38288609614919,-1.8616494278003373,0.48285922833606215
2024-08-02,-712.6829925303609,-443.8876073796745,-14.588753724972731,151.1406198544217,-268.79538515068646,0.0,1.0,-268.79538515068646,-712.6829925303609,-268.79538515068646,43.15924810585949,12.851620898558954,22.23022743780183,0.0,20.833333333333336,46.68769812725137,3016.688219839074,447.6026191927569,0.0,20.833333333333336,369.38274947643606,29.166666666666668,70.83333333333334,-580.7156699098247,713.3645365218608,40.107405708924055,5.724519612774863,0.472669913976362
2024-08-03,-568.2466164994476,-575.2519233113143,-21.894052655273143,112.6350150487943,7.005306811866717,2.0,1.0,7.005306811866717,-568.2466164994476,7.005306811866717,34.308709663030285,9.727087793565664,37.22745542948834,0.0,37.5,42.839568156660015,3732.153251968317,1371.768242151744,0.0,16.666666666666664,145.68594367468887,58.333333333333336,41.66666666666667,-25.35478458124938,459.6546195872991,45.32488196468904,5.217476255764986,0.47338777959983697
2024-08-04,-702.053930637463,-598.8306624054169,-3.9297898490169914,109.47085436231345,-103.22326823204617,0.0,1.0,-103.22326823204617,-702.053930637463,-103.22326823204617,38.60744915462424,10.959533514441494,32.617469719848245,0.0,16.666666666666664,42.93469987752618,2557.004774912941,785.7298233911554,0.0,16.666666666666664,624.6754351230556,41.66666666666667,58.333333333333336,-325.76167962996743,424.23618509108564,50.03471130554437,4.709829340855329,0.4736128210187644
