date,open,high,low,close,volume,quote_volume,number_of_trades,taker_buy_volume
2025-02-27,84250.09,87078.46,82716.49,84708.58,42505.45439,3618738891.222162,6357581,20355.71969
2025-02-28,84708.57,85120.0,78258.52,84349.94,83648.03969,6806705236.69068,11344216,40224.85287
2025-03-01,84349.95,86558.0,83824.78,86064.53,25785.05464,2194003507.852643,3700728,11748.10769
2025-03-02,86064.54,95000.0,85050.6,94270.0,54889.09045,4972549515.788669,7403218,29273.81031
2025-03-03,94269.99,94416.46,85117.11,86220.61,59171.10218,5321123743.471923,9797860,27915.4365
2025-03-04,86221.16,88967.52,81500.0,87281.98,55609.10706,4704901219.590436,10326631,27584.7159
2025-03-05,87281.98,91000.0,86334.53,90606.01,38264.01163,3400243670.304976,8070266,19230.28436
2025-03-06,90606.0,92810.64,87836.0,89931.89,34342.44902,3105145628.3993993,7643526,17283.99411
2025-03-07,89931.88,91283.02,84667.03,86801.75,57980.35713,5097554826.613157,9510442,28394.41537
2025-03-08,86801.74,86897.25,85218.47,86222.45,12989.23054,1119358968.6520057,2553974,6491.56581
2025-03-09,86222.46,86500.0,80000.0,80734.37,26115.39345,2173552660.4544797,5189138,12093.87232
2025-03-10,80734.48,84123.46,77459.91,78595.86,47633.38405,3834924947.7581854,8701538,22898.57072
2025-03-11,78595.86,83617.4,76606.0,82932.99,48770.06853,3927000827.110792,6983310,24029.1677
2025-03-12,82932.99,84539.85,80607.65,83680.12,31933.986,2638600996.825396,5253577,15749.41702
2025-03-13,83680.12,84336.33,79939.9,81115.78,27546.27412,2260870111.2393894,4367093,13013.18135
2025-03-14,81115.78,85309.71,80818.84,83983.2,26858.52755,2244729595.541172,3290987,14082.88688
2025-03-15,83983.19,84676.28,83618.0,84338.44,11324.7332,953445671.8337504,1329670,5195.29128
2025-03-16,84338.44,85117.04,81981.12,82574.53,17596.12531,1468056556.2967227,2767947,8505.95317
2025-03-17,82574.52,84756.83,82456.0,84010.03,17214.74358,1437716814.046874,3014756,8387.89111
2025-03-18,84010.02,84021.74,81134.66,82715.03,17610.89883,1450813055.479726,3126371,8047.23418
2025-03-19,82715.03,87000.0,82547.16,86845.94,28151.05374,2375813941.9437623,3774761,13804.24847
2025-03-20,86845.93,87453.67,83655.23,84223.39,22090.30463,1885241921.155652,3252595,10163.59262
2025-03-21,84223.38,84850.33,83175.25,84088.79,11956.97443,1005135519.2560016,2360005,5466.41961
2025-03-22,84088.79,84539.17,83625.1,83840.59,5420.22114,456235443.80165213,864481,2284.19178
2025-03-23,83840.59,86129.64,83809.75,86082.5,8461.97813,718692319.1499039,1206533,4424.81013
2025-03-24,86082.5,88765.43,85519.09,87498.16,30115.62111,2636765917.9518437,2916713,14379.95578
2025-03-25,87498.16,88539.63,86310.0,87392.87,22643.25248,1979571590.8982935,2802815,9440.56294
2025-03-26,87392.88,88275.0,85860.0,86909.17,18408.78485,1606406955.5864632,2380154,8590.97753
2025-03-27,86909.17,87756.39,85800.0,87232.01,17098.03897,1487968807.7079022,2376381,8185.05517
2025-03-28,87232.01,87515.67,83585.0,84424.38,27182.73169,2309946560.6641135,3236085,11274.83736
2025-03-29,84424.38,84624.73,81644.81,82648.54,11696.39864,970199917.9868717,2172387,5621.60485
2025-03-30,82648.53,83534.64,81565.0,82389.99,9864.49508,816584795.5288126,1907663,4725.07105
2025-03-31,82390.0,83943.08,81278.52,82550.01,20569.13885,1696009191.0809648,3964358,9912.88184
2025-04-01,82550.0,85579.46,82432.74,85158.34,20190.39697,1698895702.5754683,3328693,10246.42648
2025-04-02,85158.35,88500.0,82320.0,82516.29,39931.457,3417279759.830764,5338238,20739.67809
2025-04-03,82516.28,83998.02,81211.24,83213.09,27337.84135,2259299724.8643928,4117486,13951.52792
2025-04-04,83213.09,84720.0,81659.0,83889.87,32915.53976,2739842666.426737,4992586,15896.18779
2025-04-05,83889.87,84266.0,82379.95,83537.99,9360.40468,779626577.9013437,1575750,4029.64658
2025-04-06,83537.99,83817.63,77153.83,78430.0,27942.71436,2239085051.1529646,3948493,12493.8449
2025-04-07,78430.0,81243.58,74508.0,79163.24,78387.53089,6084614024.150647,9736596,39075.84274
2025-04-08,79163.24,80867.99,76239.9,76322.42,35317.32063,2775277777.102461,5512751,15704.73031
2025-04-09,76322.42,83588.0,74620.0,82615.22,75488.28772,5980231256.222496,7741252,39491.62958
2025-04-10,82615.22,82753.21,78464.36,79607.3,33284.80718,2690294353.847842,4529545,16339.9191
2025-04-11,79607.3,84300.0,78969.58,83423.84,34435.43797,2830363945.1787524,4423157,18019.58367
